row,spam,to_multiple,from,cc,sent_email,time,image,attach,dollar,winner,inherit,viagra,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
757,0,0,1,0,0,1/20/2012 10:02,0,1,0,no,0,0,0,0.77,19,0,0,0,0,0,small
758,0,0,1,0,0,1/20/2012 10:06,0,0,0,no,0,0,0,25.344,463,1,0,0,0,3,small
759,0,0,1,0,0,1/20/2012 10:14,0,0,0,no,0,0,0,0.688,24,0,0,0,0,1,small
760,0,1,1,0,0,1/20/2012 10:44,0,0,0,no,0,0,0,18.081,304,1,0,0,0,5,small
761,0,1,1,1,0,1/20/2012 10:56,0,1,0,no,0,0,0,5.468,110,1,0,0,0,0,small
762,0,0,1,0,0,1/20/2012 11:00,0,0,4,no,1,0,0,7.795,192,1,0,0,0,5,small
763,0,0,1,1,1,1/20/2012 11:04,0,0,0,no,0,0,0,17.055,329,1,1,0,0,0,big
764,0,0,1,0,0,1/20/2012 11:10,0,0,0,no,0,0,0,3.258,64,1,0,0,0,4,none
765,0,0,1,0,0,1/20/2012 11:15,0,0,0,no,0,0,0,25.319,462,1,0,0,0,3,small
766,0,0,1,9,1,1/20/2012 11:21,0,0,2,no,0,0,0,9.856,259,1,1,0,0,3,small
767,0,0,1,1,1,1/20/2012 11:45,0,0,0,no,0,0,0,17.936,382,1,1,0,0,0,big
768,0,0,1,0,0,1/20/2012 11:49,0,0,0,no,0,0,0,23.944,450,1,0,0,0,2,small
769,0,1,1,0,0,1/20/2012 11:52,0,0,0,no,0,0,0,8.378,173,1,0,0,0,0,small
770,0,0,1,3,1,1/20/2012 12:34,0,0,0,no,0,0,0,12,300,1,0,0,0,0,small
771,0,0,1,0,0,1/20/2012 12:35,0,0,0,no,0,0,0,10.58,153,1,0,1,0,4,small
772,0,0,1,0,1,1/20/2012 12:46,0,0,0,no,0,0,0,13.562,357,1,1,0,0,2,small
773,0,0,1,0,1,1/20/2012 12:52,0,0,0,no,0,0,0,15.462,418,1,1,0,0,2,small
774,0,0,1,0,1,1/20/2012 13:19,0,0,0,no,0,0,0,0.306,10,0,1,0,0,0,small
775,1,0,1,0,0,1/20/2012 13:25,0,0,1,yes,0,0,0,8.886,189,1,0,1,0,9,small
776,0,1,1,0,0,1/20/2012 13:31,0,0,0,yes,0,0,0,6.561,116,0,0,0,0,1,small
777,0,0,1,0,0,1/20/2012 13:47,0,0,2,no,0,0,0,38.857,726,1,0,0,0,1,small
778,1,0,1,3,0,1/20/2012 14:26,0,2,0,no,0,0,0,0.631,28,0,0,1,0,2,none
779,0,0,1,0,1,1/20/2012 15:11,0,0,0,no,0,0,0,0.208,6,1,0,0,0,0,none
780,0,0,1,0,0,1/20/2012 15:29,0,0,0,no,0,0,0,8.764,150,1,0,0,0,1,small
781,0,1,1,0,1,1/20/2012 16:00,0,0,0,no,0,0,0,0.003,2,0,0,0,0,0,none
782,0,0,1,0,0,1/20/2012 16:32,0,0,0,no,0,0,0,9.976,165,1,0,0,0,1,small
783,0,0,1,0,0,1/20/2012 17:16,0,0,0,no,0,0,0,24.144,451,1,0,0,0,2,small
784,0,0,1,0,0,1/20/2012 19:35,0,0,0,no,0,0,0,25.989,467,1,0,0,0,2,small
785,1,0,1,0,0,1/20/2012 20:53,0,0,1,no,1,0,0,1.868,34,0,0,0,0,0,none
786,0,0,1,0,1,1/20/2012 23:41,0,0,0,no,0,0,0,0.225,7,0,0,0,0,0,none
787,0,0,1,0,0,1/21/2012 4:37,0,0,0,no,0,0,0,2.323,67,1,0,0,0,4,none
788,0,0,1,0,0,1/21/2012 4:50,0,0,1,no,0,0,0,0.552,17,0,0,0,0,0,small
789,0,1,1,0,0,1/21/2012 5:30,0,1,0,no,0,0,0,0.07,5,0,0,0,0,0,none
790,0,1,1,0,0,1/21/2012 5:51,0,0,0,no,0,0,0,19.615,271,0,0,0,0,0,none
791,0,0,1,0,1,1/21/2012 6:56,0,0,0,no,0,0,0,7.871,153,1,1,0,0,4,small
792,0,1,1,0,0,1/21/2012 7:08,0,0,0,no,0,0,0,3.219,56,0,0,0,0,1,small
793,0,0,1,0,0,1/21/2012 8:00,0,0,18,no,1,0,0,13.724,307,1,0,0,0,8,small
794,0,0,1,0,1,1/21/2012 8:04,0,0,0,no,0,0,0,1.22,34,1,1,0,0,0,small
795,1,0,1,0,0,1/21/2012 8:09,0,0,1,no,0,0,0,0.516,18,0,0,0,0,0,big
796,0,0,1,0,1,1/21/2012 8:09,0,0,0,no,0,0,0,0.195,8,0,0,0,0,0,none
797,0,0,1,0,1,1/21/2012 8:10,0,0,0,no,0,0,0,0.696,18,1,0,0,0,0,none
798,1,0,1,0,0,1/21/2012 8:14,0,0,1,no,0,0,0,0.516,18,0,0,0,0,0,big
799,0,0,1,0,1,1/21/2012 8:30,0,0,0,no,0,0,0,4.191,107,1,1,0,0,0,small
800,0,0,1,0,1,1/21/2012 8:45,0,0,0,no,0,0,0,2.591,64,1,1,0,0,0,small
801,0,0,1,2,1,1/21/2012 8:48,0,0,0,no,0,0,0,5.374,141,1,1,0,0,0,small
802,0,0,1,0,0,1/21/2012 9:26,0,0,0,no,0,0,0,23.608,602,1,0,0,0,1,small
803,0,0,1,0,0,1/21/2012 9:35,0,0,0,no,0,0,0,24.599,621,1,0,0,0,1,small
804,0,0,1,0,0,1/21/2012 9:58,0,0,0,no,0,0,0,25.332,633,1,0,0,0,2,small
805,0,1,1,9,1,1/21/2012 10:57,1,1,0,no,0,0,0,6.322,217,1,0,1,0,7,small
806,0,0,1,0,0,1/21/2012 10:59,0,0,0,no,0,0,0,3.571,94,1,0,0,0,1,small
807,0,0,1,0,0,1/21/2012 11:04,0,0,22,no,0,0,0,20.467,258,1,0,0,0,22,big
808,0,0,1,0,0,1/21/2012 11:15,0,0,0,no,0,0,0,25.556,638,1,0,0,0,2,small
809,0,0,1,0,0,1/21/2012 11:18,0,0,0,no,0,0,0,2.25,60,1,0,0,0,4,small
810,0,0,1,0,1,1/21/2012 12:09,0,0,0,no,0,0,0,0.417,9,1,0,0,0,0,none
811,0,0,1,0,0,1/21/2012 12:39,0,0,0,no,0,0,0,9.592,159,1,0,0,0,1,small
812,1,0,1,0,0,1/21/2012 13:55,0,0,0,yes,0,0,0,0.242,16,0,0,0,0,0,none
813,0,0,1,0,1,1/21/2012 14:01,0,0,0,no,0,0,2,2.292,41,1,0,0,0,0,small
814,0,0,1,0,1,1/21/2012 14:41,1,1,0,no,0,0,6,4.181,78,1,1,0,0,0,small
815,0,0,1,0,1,1/21/2012 14:55,5,5,0,no,0,0,6,8.531,216,1,1,0,0,0,big
816,0,0,1,0,0,1/21/2012 15:59,0,0,0,no,0,0,0,24.419,617,1,0,0,0,2,small
817,0,0,1,0,0,1/21/2012 17:14,0,0,0,no,0,0,0,2.227,56,1,0,0,0,3,small
818,0,0,1,0,1,1/21/2012 18:14,2,2,0,no,0,0,6,11.541,236,1,1,0,0,0,big
819,0,0,1,0,1,1/21/2012 19:05,0,0,0,no,0,0,0,0.356,19,0,1,0,0,0,small
820,0,0,1,0,0,1/21/2012 19:26,0,0,0,no,0,0,0,9.199,150,1,0,0,0,1,small
821,1,0,1,0,0,1/21/2012 19:59,0,0,0,no,0,0,0,0.257,6,0,0,0,0,0,big
822,0,1,1,0,1,1/21/2012 21:36,1,1,0,no,0,0,0,0.639,20,1,0,0,0,4,none
823,0,0,1,0,1,1/21/2012 22:56,0,0,0,no,0,0,2,5.35,88,1,0,0,0,2,small
824,0,1,1,0,1,1/22/2012 1:02,0,0,0,no,0,0,0,31.928,888,0,1,0,0,1,small
825,0,0,1,0,0,1/22/2012 3:13,0,0,0,no,0,0,0,1.05,15,1,0,0,0,1,small
826,0,0,1,0,0,1/22/2012 4:35,0,0,0,no,0,0,0,8.653,144,1,0,0,0,1,small
827,0,0,1,0,0,1/22/2012 6:00,0,0,0,no,0,0,0,6.757,115,1,0,0,0,3,small
828,0,0,1,7,1,1/22/2012 6:23,1,1,0,no,0,0,0,1.609,42,1,1,0,0,4,big
829,1,0,1,0,0,1/22/2012 6:45,0,0,0,no,0,0,0,0.767,18,1,0,0,0,2,small
830,0,0,1,0,1,1/22/2012 6:52,0,0,0,no,0,0,2,7.652,136,1,1,0,0,2,small
831,0,0,1,7,0,1/22/2012 6:53,0,0,0,no,0,0,0,6.425,143,1,1,0,0,4,big
832,0,0,1,7,1,1/22/2012 6:54,0,0,0,no,0,0,0,6.447,147,1,1,0,0,8,big
833,0,0,1,7,0,1/22/2012 6:57,1,1,0,no,0,0,0,3.034,70,1,1,0,0,4,big
834,0,0,1,0,1,1/22/2012 7:45,0,0,0,no,0,0,2,10.368,194,1,1,0,0,2,small
835,0,0,1,0,0,1/22/2012 8:00,0,0,8,no,1,0,0,9.898,234,1,0,0,0,6,small
836,0,0,1,0,0,1/22/2012 9:20,0,0,0,no,0,0,0,24.659,622,1,0,0,0,2,small
837,0,0,1,1,1,1/22/2012 10:28,0,0,24,no,0,0,0,19.448,429,1,1,0,0,14,small
838,0,0,1,7,0,1/22/2012 11:43,0,0,0,no,0,0,0,2.577,76,0,1,0,0,4,small
839,0,1,1,0,1,1/22/2012 12:04,0,0,0,no,0,0,0,5.106,198,1,0,0,0,1,big
840,0,1,1,0,0,1/22/2012 12:09,0,0,0,no,0,0,0,0.826,17,0,0,1,0,1,small
841,0,0,1,0,0,1/22/2012 13:22,0,0,6,no,0,0,0,19.142,257,1,0,1,0,20,small
842,0,0,1,0,0,1/22/2012 13:23,0,0,0,no,6,0,0,9.806,180,1,0,0,0,1,small
843,0,0,1,0,1,1/22/2012 14:48,1,1,0,no,0,0,0,4.444,93,1,0,0,0,2,small
844,0,0,1,0,1,1/22/2012 14:49,0,0,0,no,0,0,0,9.411,250,1,1,0,0,0,small
845,0,0,1,0,0,1/22/2012 15:12,0,0,0,no,0,0,0,1.461,40,0,0,0,0,1,small
846,0,0,1,0,0,1/22/2012 15:30,0,0,0,no,0,0,0,0.88,27,0,0,0,0,1,none
847,0,0,1,0,1,1/22/2012 16:36,0,0,0,no,0,0,0,4.262,93,1,1,0,0,8,small
848,0,0,1,0,1,1/22/2012 16:44,0,0,0,no,0,0,0,0.128,5,0,0,0,0,0,none
849,0,0,1,0,1,1/22/2012 17:31,0,0,0,no,0,0,0,11.479,427,1,0,0,0,6,big
850,0,1,1,0,1,1/22/2012 18:26,0,0,2,no,0,0,0,40.236,1357,1,0,0,0,11,big
851,0,0,1,0,1,1/22/2012 18:32,1,1,0,no,0,0,0,6.684,141,1,0,0,0,2,small
852,0,1,1,0,1,1/22/2012 19:39,0,0,0,no,0,0,0,3.04,73,1,1,0,0,4,small
853,0,0,1,0,1,1/22/2012 19:44,0,0,0,no,0,0,0,3.618,60,1,1,0,0,0,small
854,0,0,1,0,1,1/22/2012 19:48,0,0,0,no,0,0,0,6.277,96,1,1,0,0,2,big
855,0,0,1,0,0,1/22/2012 19:49,0,0,0,no,0,0,0,1.49,40,0,0,0,0,1,small
856,0,1,1,1,1,1/22/2012 19:49,0,0,0,no,0,0,0,2.14,43,1,0,0,0,0,none
857,0,0,1,0,0,1/22/2012 19:50,0,0,0,no,0,0,0,0.911,28,0,0,0,0,1,none
858,0,0,1,1,0,1/23/2012 2:51,0,0,0,no,0,0,0,1.885,20,0,0,0,0,0,none
859,0,0,1,0,0,1/23/2012 2:55,0,0,0,no,0,0,0,26.731,661,1,0,0,0,1,small
860,0,0,1,0,0,1/23/2012 4:10,0,0,0,no,0,0,0,1.02,15,1,0,0,0,2,small
861,0,1,1,5,0,1/23/2012 6:03,0,0,0,no,0,0,0,2.78,69,0,1,0,0,1,small
862,0,0,1,0,0,1/23/2012 6:06,0,0,18,no,0,0,0,25.274,491,1,0,0,0,14,small
863,0,1,1,1,1,1/23/2012 6:11,0,0,0,no,0,0,0,13.811,522,1,1,0,0,7,big
864,0,1,1,0,0,1/23/2012 6:37,0,0,0,no,0,0,0,35.925,460,0,0,0,0,0,big
865,0,1,1,0,0,1/23/2012 6:59,0,0,0,no,0,0,0,2.546,43,0,0,0,0,0,none
866,0,1,1,0,0,1/23/2012 7:01,0,0,0,no,0,0,0,4.384,50,0,0,0,0,0,small
867,0,0,1,1,1,1/23/2012 7:02,0,0,0,no,0,0,0,35.693,1101,0,1,0,0,2,small
868,0,0,1,0,0,1/23/2012 7:04,0,0,0,no,0,0,0,8.107,191,1,0,0,0,2,small
869,1,1,1,0,0,1/23/2012 7:09,0,2,0,no,0,0,0,0.424,22,0,0,0,0,0,none
870,0,1,1,0,0,1/23/2012 7:36,0,0,0,no,0,0,0,17.554,238,0,0,0,0,8,big
871,0,0,1,0,0,1/23/2012 7:55,0,0,0,no,0,0,0,13.332,263,1,0,0,0,2,small
872,0,0,1,0,1,1/23/2012 8:03,0,0,0,no,0,0,0,19.433,702,1,1,0,0,6,big
873,0,0,1,0,0,1/23/2012 8:03,0,0,0,no,0,0,0,8.817,148,1,0,0,0,4,small
874,0,1,1,0,0,1/23/2012 8:03,0,0,0,no,0,0,0,5.056,64,0,0,0,0,0,small
875,0,0,1,0,0,1/23/2012 8:06,0,0,4,no,1,0,0,7.735,189,1,0,0,0,5,small
876,0,0,1,0,1,1/23/2012 8:58,0,0,0,no,0,0,0,0.293,7,1,0,0,0,0,none
877,0,0,1,0,0,1/23/2012 8:58,0,0,0,no,0,0,0,0.234,9,1,1,0,0,0,none
878,0,1,1,0,0,1/23/2012 9:51,1,2,0,no,0,0,0,9.479,188,1,0,0,0,2,small
879,0,1,1,0,0,1/23/2012 9:57,0,1,0,no,0,0,0,4.709,116,1,0,0,0,2,small
880,1,0,1,0,0,1/23/2012 10:08,0,0,0,no,0,0,0,6.132,138,1,0,0,0,7,small
881,0,0,1,0,0,1/23/2012 10:13,0,0,4,no,0,0,0,9.255,145,1,0,0,0,6,small
882,0,0,1,0,1,1/23/2012 10:37,0,0,18,no,0,0,0,11.14,230,1,0,1,0,7,small
883,0,0,1,0,1,1/23/2012 11:09,0,0,0,no,2,0,0,9.694,268,1,1,0,0,3,small
884,0,1,1,0,0,1/23/2012 11:32,0,0,0,no,0,0,0,11.854,180,0,0,1,0,0,small
885,0,1,1,1,0,1/23/2012 11:47,0,0,0,no,0,0,0,3.396,60,0,1,0,0,1,small
886,0,0,1,0,0,1/23/2012 12:31,0,0,0,no,0,0,0,1.233,34,0,0,0,0,2,none
887,0,0,1,0,0,1/23/2012 13:57,0,0,0,no,0,0,0,47.206,887,1,0,0,0,20,small
888,0,0,1,0,0,1/23/2012 13:58,0,0,0,no,0,0,0,47.206,887,1,0,0,0,20,small
889,0,0,1,0,1,1/23/2012 14:48,0,0,0,no,0,0,0,1.931,50,1,1,0,0,4,small
890,0,0,1,0,1,1/23/2012 14:52,0,0,12,no,0,0,0,10.403,257,1,1,1,0,10,small
891,0,0,1,0,0,1/23/2012 15:53,0,0,0,no,0,0,0,23.576,602,1,0,0,0,2,small
892,0,0,1,0,0,1/23/2012 16:03,0,0,0,no,0,0,0,24.152,613,1,0,0,0,3,small
893,0,0,1,0,0,1/23/2012 16:10,0,0,0,no,0,0,0,24.311,615,1,0,0,0,2,small
894,0,0,1,0,0,1/23/2012 16:12,0,0,18,no,0,0,0,17.23,214,1,0,1,0,4,small
895,0,0,1,0,0,1/23/2012 16:19,0,0,0,no,0,0,0,24.33,615,1,0,0,0,2,small
896,0,0,1,0,0,1/23/2012 16:23,0,0,0,no,0,0,0,25.972,645,1,0,0,0,2,small
897,0,0,1,0,0,1/23/2012 16:23,0,0,0,no,0,0,0,24.832,624,1,0,0,0,2,small
898,0,0,1,0,0,1/23/2012 16:28,0,0,0,no,0,0,0,25.017,625,1,0,0,0,3,small
899,0,0,1,0,0,1/23/2012 17:14,0,0,0,no,0,0,0,9.197,148,1,0,0,0,6,small
900,0,1,1,0,1,1/23/2012 17:47,0,0,0,no,0,0,0,0.674,18,1,0,0,0,2,none
901,0,0,1,0,0,1/23/2012 18:27,0,0,0,no,0,0,0,26.526,653,1,0,0,0,2,small
902,1,0,1,0,0,1/23/2012 18:41,0,0,0,no,0,0,0,23.19,389,0,0,0,0,0,small
903,0,0,1,1,1,1/23/2012 21:28,1,1,0,no,0,0,0,13.948,351,1,0,0,0,12,small
904,0,0,1,0,0,1/24/2012 1:00,0,0,0,no,0,0,0,23.761,604,1,0,0,0,1,small
905,0,0,1,0,0,1/24/2012 4:00,0,0,0,no,6,0,0,9.601,175,1,0,0,0,1,small
906,0,0,1,0,0,1/24/2012 4:00,0,0,0,no,0,0,0,3.306,89,1,0,0,0,1,small
907,0,0,1,0,0,1/24/2012 4:26,0,0,0,no,0,0,0,1.204,34,0,0,0,0,2,none
908,0,0,1,0,1,1/24/2012 4:32,0,0,0,no,0,0,0,7.814,293,1,1,0,0,4,small
909,0,0,1,0,0,1/24/2012 4:47,0,0,0,no,0,0,0,33.695,590,1,0,0,0,0,small
910,0,0,1,0,0,1/24/2012 6:09,0,0,0,no,0,0,0,23.759,604,1,0,0,0,1,small
911,0,0,1,0,0,1/24/2012 6:13,0,0,0,no,0,0,0,16.148,256,1,0,0,0,1,small
912,0,0,1,1,1,1/24/2012 6:22,0,0,6,no,0,0,0,17.235,508,1,1,0,0,2,small
913,0,0,1,0,0,1/24/2012 6:53,0,0,0,no,0,0,0,24.223,614,1,0,0,0,1,small
914,0,0,1,0,0,1/24/2012 6:54,0,0,0,no,0,0,0,24.294,616,1,0,0,0,1,small
915,0,0,1,0,1,1/24/2012 6:56,0,0,0,no,0,0,0,5.555,192,1,1,0,0,7,small
916,0,0,1,0,0,1/24/2012 7:15,0,0,0,no,0,0,0,24.635,621,1,0,0,0,1,small
917,0,0,1,0,0,1/24/2012 7:19,0,0,0,no,0,0,0,24.686,622,1,0,0,0,2,small
918,0,1,1,0,1,1/24/2012 7:28,0,0,0,no,0,0,0,0.332,9,0,0,0,0,0,none
919,0,0,1,0,0,1/24/2012 7:37,0,0,0,no,0,0,0,25.26,632,1,0,0,0,1,small
920,0,0,1,1,1,1/24/2012 7:47,0,0,0,no,0,0,0,0.518,17,0,1,0,0,0,small
921,0,0,1,0,0,1/24/2012 7:50,0,0,0,no,0,0,0,7.361,125,1,0,0,0,2,small
922,0,0,1,1,1,1/24/2012 7:51,0,0,0,no,0,0,0,1.888,54,1,1,0,0,0,small
923,0,0,1,1,1,1/24/2012 8:01,0,0,0,no,0,0,0,3.322,96,1,1,0,0,2,small
924,0,0,1,0,0,1/24/2012 8:04,0,0,22,no,1,0,0,17.135,376,1,0,0,0,10,small
925,1,0,1,0,0,1/24/2012 8:15,0,0,3,yes,0,0,0,42.793,712,1,0,0,0,2,big
926,0,0,1,0,0,1/24/2012 8:48,0,0,0,no,0,0,0,26.55,656,1,0,0,0,2,small
927,0,1,1,0,0,1/24/2012 9:13,0,0,0,no,0,0,0,8.787,208,1,0,0,0,5,big
928,0,0,1,0,0,1/24/2012 9:20,0,0,0,no,0,0,0,1.19,15,1,0,0,0,1,small
929,0,0,1,1,0,1/24/2012 9:22,0,0,5,no,0,0,0,0.639,36,0,0,0,0,0,small
930,0,0,1,0,0,1/24/2012 9:38,0,0,0,no,0,0,0,22.156,398,1,0,0,0,28,small
931,0,0,1,0,0,1/24/2012 9:42,0,0,0,yes,0,0,0,150.455,2043,1,0,0,0,0,small
932,0,0,1,0,0,1/24/2012 9:43,0,0,1,no,0,0,0,1.341,32,0,0,0,0,0,small
933,0,0,1,0,0,1/24/2012 9:43,0,0,4,no,0,0,0,4.575,87,0,0,0,0,1,small
934,0,0,1,0,0,1/24/2012 9:44,0,0,0,yes,0,0,0,10.731,226,1,0,0,0,0,small
935,0,1,1,0,0,1/24/2012 10:09,0,0,2,no,0,0,0,25.394,328,0,0,0,0,0,small
936,0,0,1,0,0,1/24/2012 10:28,0,0,0,no,0,0,0,5.358,111,1,0,0,0,2,small
937,0,0,1,0,1,1/24/2012 10:32,0,0,4,no,0,0,0,4.85,96,1,1,0,0,2,small
938,0,0,1,0,0,1/24/2012 11:17,0,0,4,no,1,0,0,7.908,190,1,0,0,0,5,small
939,1,0,1,0,0,1/24/2012 11:33,0,0,0,no,0,0,0,0.356,5,1,0,0,0,0,small
940,0,0,1,0,1,1/24/2012 12:10,0,0,4,no,0,0,0,6.609,101,1,1,0,0,6,small
941,0,1,1,0,0,1/24/2012 12:11,0,0,0,no,0,0,0,0.718,11,0,0,1,0,0,none
942,0,0,1,0,1,1/24/2012 12:17,0,0,4,no,0,0,0,7.853,129,1,1,0,0,6,small
943,0,0,1,0,0,1/24/2012 12:26,0,0,0,no,0,0,0,0.786,15,1,0,0,0,1,small
944,0,0,1,0,0,1/24/2012 12:29,0,0,0,no,0,0,0,33.115,781,1,0,0,0,1,small
945,0,0,1,0,0,1/24/2012 12:36,0,0,0,no,0,0,0,30.363,724,1,0,0,0,1,small
946,0,0,1,0,1,1/24/2012 12:56,0,0,4,no,0,0,0,9.622,256,1,1,0,0,8,small
947,0,0,1,0,1,1/24/2012 12:58,0,0,0,yes,0,0,0,17.402,233,0,1,0,0,1,small
948,0,0,1,0,1,1/24/2012 14:32,0,0,0,no,0,0,0,9.291,332,1,1,0,0,6,small
949,1,0,1,0,0,1/24/2012 14:38,0,0,0,no,0,0,0,1.123,32,0,0,0,0,0,big
950,1,0,1,0,0,1/24/2012 14:45,0,0,1,no,0,0,0,0.554,12,0,0,0,0,0,small
951,0,0,1,0,0,1/24/2012 15:44,0,0,0,no,0,0,0,0.684,17,1,0,0,0,1,small
952,0,0,1,0,0,1/24/2012 16:33,0,0,24,no,0,0,0,18.457,238,1,0,1,0,6,small
953,0,0,1,0,0,1/24/2012 16:59,0,0,0,no,0,0,0,24.159,613,1,0,0,0,2,small
954,0,0,1,0,0,1/24/2012 17:35,0,1,0,no,0,0,0,14.765,179,1,0,0,0,2,big
955,0,0,1,0,0,1/24/2012 18:53,0,0,1,no,0,0,0,2.013,35,1,0,0,0,1,small
956,0,0,1,0,0,1/24/2012 20:19,0,0,0,no,0,0,0,1.525,43,0,0,0,0,3,small
957,1,0,1,0,0,1/24/2012 23:42,0,0,3,no,0,0,0,5.328,93,1,1,0,1,1,small
958,0,0,1,1,0,1/25/2012 2:13,0,0,0,no,0,0,0,7.577,103,0,0,1,0,0,small
959,0,0,1,0,0,1/25/2012 2:13,0,0,4,no,0,0,0,0.969,14,1,0,0,0,0,small
960,0,0,1,0,0,1/25/2012 5:18,0,0,0,no,0,0,0,5.903,104,1,0,0,0,1,small
961,0,0,1,2,1,1/25/2012 5:43,0,0,10,no,0,0,0,17.12,383,1,1,0,0,10,small
962,0,0,1,2,1,1/25/2012 6:01,0,0,1,no,0,0,0,3.22,66,0,1,0,0,1,small
963,1,0,1,0,0,1/25/2012 6:25,0,0,4,no,0,0,0,10.002,298,1,0,0,0,1,none
964,0,0,1,0,0,1/25/2012 6:31,0,1,0,no,0,0,0,3.867,87,0,0,0,0,0,small
965,0,1,1,0,0,1/25/2012 6:42,0,1,0,no,0,0,0,0.187,8,0,0,0,0,0,none
966,0,0,1,0,0,1/25/2012 6:49,0,0,0,no,0,0,0,4.64,84,1,0,0,0,3,small
967,0,1,1,1,0,1/25/2012 7:09,0,0,0,no,0,0,0,2.107,57,1,1,0,0,2,small
968,1,0,1,0,0,1/25/2012 7:19,0,0,19,no,0,0,0,62.494,1190,1,0,0,0,12,big
969,1,0,1,0,0,1/25/2012 7:19,0,0,0,no,0,0,0,2.377,44,1,0,0,0,1,none
970,0,1,1,0,0,1/25/2012 7:38,0,0,0,no,0,0,0,11.438,170,0,0,0,0,0,small
971,0,0,1,0,0,1/25/2012 7:44,0,0,0,no,0,0,0,25.956,651,1,0,0,0,2,small
972,0,0,1,0,0,1/25/2012 8:06,0,0,14,no,1,0,0,15.123,335,1,0,0,0,9,small
973,0,0,1,0,0,1/25/2012 8:10,0,0,0,no,0,0,0,1.191,23,0,0,0,0,0,small
974,1,0,1,0,0,1/25/2012 8:17,0,2,0,no,0,0,0,0.341,18,0,0,0,0,0,none
975,0,0,1,0,1,1/25/2012 8:38,0,0,0,no,0,0,0,0.515,6,1,0,0,0,0,none
976,0,0,1,0,1,1/25/2012 8:46,0,0,0,no,0,0,0,1.814,52,1,1,0,0,0,small
977,0,0,1,0,0,1/25/2012 9:06,0,0,2,no,0,0,0,12.194,184,1,0,1,0,6,small
978,0,0,1,0,0,1/25/2012 9:10,0,0,0,no,0,0,0,4.998,82,1,0,0,0,4,small
979,0,0,1,0,1,1/25/2012 10:08,0,0,0,no,0,0,0,17.86,346,1,1,0,0,4,small
980,0,0,1,0,0,1/25/2012 10:19,0,0,0,no,0,0,0,0.754,24,0,0,0,0,0,none
981,0,0,1,0,0,1/25/2012 10:24,0,0,0,no,0,0,0,0.762,24,0,0,0,0,0,none
982,0,0,1,0,0,1/25/2012 10:29,0,0,0,no,0,0,0,0.803,25,0,0,0,0,0,none
983,0,0,1,0,1,1/25/2012 10:31,0,0,0,no,0,0,0,14.581,262,1,1,0,0,2,small
984,0,0,1,0,0,1/25/2012 10:33,0,0,0,no,0,0,0,0.763,24,0,0,0,0,0,none
985,0,0,1,0,0,1/25/2012 10:36,0,0,0,no,0,0,0,0.765,24,0,0,0,0,0,none
986,0,0,1,0,0,1/25/2012 10:38,0,0,0,no,0,0,0,0.776,24,0,0,0,0,0,none
987,0,0,1,0,0,1/25/2012 10:40,0,0,0,no,0,0,0,0.756,24,0,0,0,0,0,none
988,0,0,1,0,0,1/25/2012 10:43,0,0,0,no,0,0,0,0.756,24,0,0,0,0,0,none
989,0,0,1,0,0,1/25/2012 10:46,0,0,0,no,0,0,0,0.765,24,0,0,0,0,0,none
990,0,0,1,0,0,1/25/2012 10:47,0,0,0,no,0,0,0,0.764,24,0,0,0,0,0,none
991,0,0,1,0,0,1/25/2012 10:50,0,0,0,no,0,0,0,0.774,24,0,0,0,0,0,none
992,0,0,1,0,0,1/25/2012 10:51,0,0,0,no,0,0,0,0.77,24,0,0,0,0,0,none
993,1,0,1,0,0,1/25/2012 10:53,0,0,0,no,0,0,0,19.317,436,1,0,0,0,43,small
994,0,0,1,0,0,1/25/2012 11:04,0,0,0,no,0,0,0,16.198,242,1,0,0,0,2,big
995,0,0,1,0,1,1/25/2012 11:06,0,0,0,no,0,0,0,2.74,54,1,0,0,0,0,none
996,0,0,1,0,0,1/25/2012 11:13,0,0,1,no,0,0,0,23.483,407,1,0,0,0,31,small
997,0,0,1,0,0,1/25/2012 11:13,0,0,0,no,0,0,0,0.34,12,0,0,0,0,0,none
998,0,0,1,0,0,1/25/2012 11:40,0,0,0,no,0,0,0,0.413,19,0,0,0,0,1,none
999,0,1,1,0,0,1/25/2012 11:52,0,0,0,no,0,0,0,0.383,12,0,0,1,0,1,small
1000,0,1,1,0,0,1/25/2012 11:54,0,0,0,no,0,0,0,25.071,331,0,0,0,0,1,big
1001,0,1,1,0,0,1/25/2012 12:16,0,0,0,no,0,0,0,0.478,9,0,0,0,0,1,small
1002,0,0,1,0,0,1/25/2012 12:24,0,0,0,no,0,0,0,6.927,117,1,0,0,0,1,small
1003,0,1,1,0,0,1/25/2012 12:25,0,0,0,no,0,0,0,1.017,16,1,0,0,0,0,big
1004,0,1,1,0,0,1/25/2012 12:26,0,0,0,no,0,0,0,1.128,18,1,0,0,0,0,big
1005,0,1,1,0,0,1/25/2012 12:27,0,0,0,no,0,0,0,1.102,18,1,0,0,0,0,big
1006,0,1,1,0,0,1/25/2012 12:29,0,0,0,no,0,0,0,1.07,18,1,0,0,0,0,big
1007,0,1,1,0,0,1/25/2012 12:31,0,0,0,no,0,0,0,1.01,18,1,0,0,0,0,big
1008,0,1,1,0,0,1/25/2012 12:32,0,0,0,no,0,0,0,0.957,16,1,0,0,0,0,big
